source_pdf,page,photo_number,filename,label,genus,extra_metadata
Dataset_pieridae.pdf,23,159,images\Dataset_pieridae\159_Eurema_daira_daira.png,Eurema daira daira,Eurema,690 m | Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,23,160,images\Dataset_pieridae\160_Eurema_daira_daira.png,Eurema daira daira,Eurema,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,23,161,images\Dataset_pieridae\161_Eurema_elathea_vitellina.png,Eurema elathea vitellina,Eurema,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,23,162,images\Dataset_pieridae\162_Eurema_elathea_vitellina.png,Eurema elathea vitellina,Eurema,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,23,163,images\Dataset_pieridae\163_Eurema_elathea_vitellina.png,Eurema elathea vitellina,Eurema,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,23,164,images\Dataset_pieridae\164_Eurema_elathea_vitellina.png,Eurema elathea vitellina,Eurema,- -  - - -
Dataset_pieridae.pdf,23,165,images\Dataset_pieridae\165_Eurema_fabiola.png,Eurema fabiola,Eurema,- -  - - -
Dataset_pieridae.pdf,24,166,images\Dataset_pieridae\166_Eurema_fabiola.png,Eurema fabiola,Eurema,- -  - - -
Dataset_pieridae.pdf,24,167,images\Dataset_pieridae\167_Eurema_fabiola.png,Eurema fabiola,Eurema,1075 m | - -  - - -
Dataset_pieridae.pdf,24,168,images\Dataset_pieridae\168_Eurema_leuce_leuce.png,Eurema leuce leuce,Eurema,1075 m | - -  - - -
Dataset_pieridae.pdf,24,169,images\Dataset_pieridae\169_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,24,170,images\Dataset_pieridae\170_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,- -  - - -
Dataset_pieridae.pdf,24,171,images\Dataset_pieridae\171_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,- -  - - -
Dataset_pieridae.pdf,24,172,images\Dataset_pieridae\172_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,- -  - - -
Dataset_pieridae.pdf,24,173,images\Dataset_pieridae\173_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,24,174,images\Dataset_pieridae\174_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,24,175,images\Dataset_pieridae\175_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,24,176,images\Dataset_pieridae\176_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,- -  - - -
Dataset_pieridae.pdf,24,177,images\Dataset_pieridae\177_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,- -  - - -
Dataset_pieridae.pdf,25,178,images\Dataset_pieridae\178_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,25,179,images\Dataset_pieridae\179_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,- -  - - -
Dataset_pieridae.pdf,25,180,images\Dataset_pieridae\180_Eurema_mexicana_citrella.png,Eurema mexicana citrella,Eurema,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,25,184,images\Dataset_pieridae\184_Eurema_paulina.png,Eurema paulina,Eurema,- -  - - -
Dataset_pieridae.pdf,25,185,images\Dataset_pieridae\185_Eurema_phiale_columbia.png,Eurema phiale columbia,Eurema,- -  - - -
Dataset_pieridae.pdf,25,186,images\Dataset_pieridae\186_Eurema_phiale_columbia.png,Eurema phiale columbia,Eurema,- -  - - -
Dataset_pieridae.pdf,25,187,images\Dataset_pieridae\187_Eurema_phiale_columbia.png,Eurema phiale columbia,Eurema,- -  - - -
Dataset_pieridae.pdf,25,188,images\Dataset_pieridae\188_Eurema_salome_salome.png,Eurema salome salome,Eurema,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,25,189,images\Dataset_pieridae\189_Eurema_salome_salome.png,Eurema salome salome,Eurema,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,26,190,images\Dataset_pieridae\190_Eurema_salome_salome.png,Eurema salome salome,Eurema,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,26,191,images\Dataset_pieridae\191_Eurema_salome_salome.png,Eurema salome salome,Eurema,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,26,192,images\Dataset_pieridae\192_Eurema_salome_salome.png,Eurema salome salome,Eurema,Vereda Paso Nivel - Finca Zanzibar | Amagá  Antioquia - Cce
Dataset_pieridae.pdf,26,193,images\Dataset_pieridae\193_Eurema_salome_salome.png,Eurema salome salome,Eurema,- -  - - -
Dataset_pieridae.pdf,26,194,images\Dataset_pieridae\194_Eurema_salome_salome.png,Eurema salome salome,Eurema,- -  - - - | 196
Dataset_pieridae.pdf,26,195,images\Dataset_pieridae\195_Eurema_salome_santamarta.png,Eurema salome santamarta,Eurema,- -  - - -
Dataset_pieridae.pdf,26,196,images\Dataset_pieridae\196_Eurema_salome_santamarta.png,Eurema salome santamarta,Eurema,- -  - - -
Dataset_pieridae.pdf,26,197,images\Dataset_pieridae\197_Eurema_sp_montezuma.png,Eurema sp montezuma,Eurema,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,26,198,images\Dataset_pieridae\198_Eurema_sp_x_amarilla.png,Eurema sp x amarilla,Eurema,- -  - - - | 200
Dataset_pieridae.pdf,26,199,images\Dataset_pieridae\199_Eurema_sp_x_romera.png,Eurema sp x romera,Eurema,Reserva La Romera Sabaneta  Antioquia - | Cce
Dataset_pieridae.pdf,26,200,images\Dataset_pieridae\200_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,- -  - - -
Dataset_pieridae.pdf,26,201,images\Dataset_pieridae\201_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,- -  - - -
Dataset_pieridae.pdf,27,202,images\Dataset_pieridae\202_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,- -  - - -
Dataset_pieridae.pdf,27,203,images\Dataset_pieridae\203_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,Reserva Las Tangaras El Carmen de | Atrato  Chocó - CocE
Dataset_pieridae.pdf,27,204,images\Dataset_pieridae\204_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,Municipio Jardín - Fundación Colibrí | Jardín  Antioquia - Cce
Dataset_pieridae.pdf,27,205,images\Dataset_pieridae\205_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,Municipio Jardín - Fundación Colibrí | Jardín  Antioquia - Cce
Dataset_pieridae.pdf,27,206,images\Dataset_pieridae\206_Eurema_xantochlora_xantochlora.png,Eurema xantochlora xantochlora,Eurema,Río Pepino Mocoa  Putumayo - CorE | EC
Dataset_pieridae.pdf,27,207,images\Dataset_pieridae\207_Leucidia_brephos.png,Leucidia brephos,Leucidia,560 m | Río Pepino Mocoa  Putumayo - CorE
Dataset_pieridae.pdf,27,208,images\Dataset_pieridae\208_Leucidia_brephos.png,Leucidia brephos,Leucidia,Río Pepino Mocoa  Putumayo - CorE
Dataset_pieridae.pdf,27,209,images\Dataset_pieridae\209_Leucidia_brephos.png,Leucidia brephos,Leucidia,560 m | - -  - - -
Dataset_pieridae.pdf,27,210,images\Dataset_pieridae\210_Phoebis_agarithe_agarithe.png,Phoebis agarithe agarithe,Phoebis,- -  - - - | MX
Dataset_pieridae.pdf,27,211,images\Dataset_pieridae\211_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,27,212,images\Dataset_pieridae\212_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,27,213,images\Dataset_pieridae\213_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,- -  - - -
Dataset_pieridae.pdf,28,214,images\Dataset_pieridae\214_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,- -  - - -
Dataset_pieridae.pdf,28,215,images\Dataset_pieridae\215_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,- -  - - -
Dataset_pieridae.pdf,28,216,images\Dataset_pieridae\216_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,Río Pepino Mocoa  Putumayo - CorE | EC
Dataset_pieridae.pdf,28,217,images\Dataset_pieridae\217_Phoebis_argante_argante.png,Phoebis argante argante,Phoebis,Río Pepino Mocoa  Putumayo - CorE
Dataset_pieridae.pdf,28,218,images\Dataset_pieridae\218_Phoebis_argante_larra.png,Phoebis argante larra,Phoebis,Reserva Natural Mururito Puerto Gaitán | Meta - Orq
Dataset_pieridae.pdf,28,219,images\Dataset_pieridae\219_Phoebis_neocypris_rurina.png,Phoebis neocypris rurina,Phoebis,- -  - - - | MX
Dataset_pieridae.pdf,28,220,images\Dataset_pieridae\220_Phoebis_neocypris_rurina.png,Phoebis neocypris rurina,Phoebis,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,28,221,images\Dataset_pieridae\221_Phoebis_neocypris_rurina.png,Phoebis neocypris rurina,Phoebis,- -  - - - | TX
Dataset_pieridae.pdf,28,222,images\Dataset_pieridae\222_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,- -  - - - | 224
Dataset_pieridae.pdf,28,223,images\Dataset_pieridae\223_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,- -  - - -
Dataset_pieridae.pdf,28,224,images\Dataset_pieridae\224_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,- -  - - -
Dataset_pieridae.pdf,28,225,images\Dataset_pieridae\225_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,29,226,images\Dataset_pieridae\226_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,29,227,images\Dataset_pieridae\227_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,Río Pepino Mocoa  Putumayo - CorE | 229
Dataset_pieridae.pdf,29,228,images\Dataset_pieridae\228_Phoebis_philea_philea.png,Phoebis philea philea,Phoebis,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,29,229,images\Dataset_pieridae\229_Phoebis_sennae_marcellina.png,Phoebis sennae marcellina,Phoebis,Guaracu San Jerónimo  Antioquia - CceO
Dataset_pieridae.pdf,29,230,images\Dataset_pieridae\230_Phoebis_sennae_marcellina.png,Phoebis sennae marcellina,Phoebis,Finca El Caney Puerto Berrío  Antioquia - | Cce
Dataset_pieridae.pdf,29,231,images\Dataset_pieridae\231_Phoebis_sennae_marcellina.png,Phoebis sennae marcellina,Phoebis,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,29,232,images\Dataset_pieridae\232_Phoebis_sennae_marcellina.png,Phoebis sennae marcellina,Phoebis,Finca El Caney Puerto Berrío  Antioquia - | Cce
Dataset_pieridae.pdf,29,233,images\Dataset_pieridae\233_Phoebis_sennae_marcellina.png,Phoebis sennae marcellina,Phoebis,- -  - - -
Dataset_pieridae.pdf,29,234,images\Dataset_pieridae\234_Phoebis_sennae_marcellina.png,Phoebis sennae marcellina,Phoebis,- -  - - -
Dataset_pieridae.pdf,29,235,images\Dataset_pieridae\235_Pyrisitia_dina_gabriela.png,Pyrisitia dina gabriela,Pyrisitia,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,29,236,images\Dataset_pieridae\236_Pyrisitia_dina_gabriela.png,Pyrisitia dina gabriela,Pyrisitia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,29,237,images\Dataset_pieridae\237_Pyrisitia_leuce_athalia.png,Pyrisitia leuce athalia,Pyrisitia,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,30,238,images\Dataset_pieridae\238_Pyrisitia_leuce_athalia.png,Pyrisitia leuce athalia,Pyrisitia,Reserva Natural Mururito Puerto Gaitán | Meta - Orq
Dataset_pieridae.pdf,30,239,images\Dataset_pieridae\239_Pyrisitia_leuce_athalia.png,Pyrisitia leuce athalia,Pyrisitia,Reserva Natural Mururito Puerto Gaitán | Meta - Orq
Dataset_pieridae.pdf,30,240,images\Dataset_pieridae\240_Pyrisitia_leuce_athalia.png,Pyrisitia leuce athalia,Pyrisitia,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,30,241,images\Dataset_pieridae\241_Pyrisitia_proterpia.png,Pyrisitia proterpia,Pyrisitia,- -  - - -
Dataset_pieridae.pdf,30,242,images\Dataset_pieridae\242_Pyrisitia_proterpia.png,Pyrisitia proterpia,Pyrisitia,- -  - - - | 244
Dataset_pieridae.pdf,30,243,images\Dataset_pieridae\243_Pyrisitia_proterpia.png,Pyrisitia proterpia,Pyrisitia,- -  - - - | 245
Dataset_pieridae.pdf,30,244,images\Dataset_pieridae\244_Pyrisitia_proterpia.png,Pyrisitia proterpia,Pyrisitia,- -  - - -
Dataset_pieridae.pdf,30,245,images\Dataset_pieridae\245_Pyrisitia_proterpia.png,Pyrisitia proterpia,Pyrisitia,- -  - - - | 247
Dataset_pieridae.pdf,30,246,images\Dataset_pieridae\246_Pyrisitia_proterpia.png,Pyrisitia proterpia,Pyrisitia,Humedal La Bramadora Sopetrán | Antioquia - CceO
Dataset_pieridae.pdf,30,247,images\Dataset_pieridae\247_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,30,248,images\Dataset_pieridae\248_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,30,249,images\Dataset_pieridae\249_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,31,250,images\Dataset_pieridae\250_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,31,251,images\Dataset_pieridae\251_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,31,252,images\Dataset_pieridae\252_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,31,253,images\Dataset_pieridae\253_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,- -  - - -
Dataset_pieridae.pdf,31,254,images\Dataset_pieridae\254_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Golfo de Morrosquillo Tolú  Sucre - Car | PE
Dataset_pieridae.pdf,31,255,images\Dataset_pieridae\255_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,31,256,images\Dataset_pieridae\256_Pyrisitia_venusta_venusta.png,Pyrisitia venusta venusta,Pyrisitia,Santa María Santa María  Boyacá - CorE
Dataset_pieridae.pdf,31,257,images\Dataset_pieridae\257_Rhabdodryas_trite_trite.png,Rhabdodryas trite trite,Rhabdodryas,- -  - - - | 259
Dataset_pieridae.pdf,31,258,images\Dataset_pieridae\258_Rhabdodryas_trite_trite.png,Rhabdodryas trite trite,Rhabdodryas,Cañón río Claro - Reserva el Refugio San | Luis  Antioquia - CceE
Dataset_pieridae.pdf,31,259,images\Dataset_pieridae\259_Zerene_cesonia_boyacensis.png,Zerene cesonia boyacensis,Zerene,- -  - - - | Mariposas de Colombia - ButterflyBase-JGJ
Dataset_pieridae.pdf,31,260,images\Dataset_pieridae\260_Zerene_cesonia_boyacensis.png,Zerene cesonia boyacensis,Zerene,- -  - - -
Dataset_pieridae.pdf,32,261,images\Dataset_pieridae\261_Archonias_brassolis_approximata.png,Archonias brassolis approximata,Archonias,- -  - - -
Dataset_pieridae.pdf,32,262,images\Dataset_pieridae\262_Archonias_brassolis_approximata.png,Archonias brassolis approximata,Archonias,- -  - - -
Dataset_pieridae.pdf,32,263,images\Dataset_pieridae\263_Archonias_brassolis_approximata.png,Archonias brassolis approximata,Archonias,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,32,264,images\Dataset_pieridae\264_Archonias_brassolis_approximata.png,Archonias brassolis approximata,Archonias,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,32,265,images\Dataset_pieridae\265_Archonias_brassolis_approximata.png,Archonias brassolis approximata,Archonias,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,32,266,images\Dataset_pieridae\266_Archonias_brassolis_critias.png,Archonias brassolis critias,Archonias,- -  - - -
Dataset_pieridae.pdf,32,267,images\Dataset_pieridae\267_Archonias_brassolis_critias.png,Archonias brassolis critias,Archonias,- -  - - -
Dataset_pieridae.pdf,32,268,images\Dataset_pieridae\268_Archonias_tereas_archidona.png,Archonias tereas archidona,Archonias,- -  - - -
Dataset_pieridae.pdf,33,269,images\Dataset_pieridae\269_Ascia_monuste_monuste.png,Ascia monuste monuste,Ascia,Jardín Botánico del Quindio Calarcá | Quindío - -
Dataset_pieridae.pdf,33,270,images\Dataset_pieridae\270_Ascia_monuste_monuste.png,Ascia monuste monuste,Ascia,Jardín Botánico del Quindio Calarcá | Quindío - -
Dataset_pieridae.pdf,33,271,images\Dataset_pieridae\271_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,- -  - - - | 273
Dataset_pieridae.pdf,33,272,images\Dataset_pieridae\272_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,- -  - - -
Dataset_pieridae.pdf,33,273,images\Dataset_pieridae\273_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,- -  - - - | 275
Dataset_pieridae.pdf,33,274,images\Dataset_pieridae\274_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,- -  - - - | 276
Dataset_pieridae.pdf,33,275,images\Dataset_pieridae\275_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,Finca El Caney Puerto Berrío  Antioquia - | Cce
Dataset_pieridae.pdf,33,276,images\Dataset_pieridae\276_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,- -  - - - | 278
Dataset_pieridae.pdf,33,277,images\Dataset_pieridae\277_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,Sinifaná - La Holanda Titiribí  Antioquia - | CceO
Dataset_pieridae.pdf,33,278,images\Dataset_pieridae\278_Ascia_monuste_orseis.png,Ascia monuste orseis,Ascia,Reserva Rocamadre Toluviejo  Sucre - Car
Dataset_pieridae.pdf,33,279,images\Dataset_pieridae\279_Ascia_sp_x_otra.png,Ascia sp x otra,Ascia,320 m | Humedal La Bramadora Sopetrán
Dataset_pieridae.pdf,33,280,images\Dataset_pieridae\280_Ascia_sp_x_otra.png,Ascia sp x otra,Ascia,524 m | - -  - - -
Dataset_pieridae.pdf,34,281,images\Dataset_pieridae\281_Catasticta_affinis_affinis.png,Catasticta affinis affinis,Catasticta,- -  - - -
Dataset_pieridae.pdf,34,282,images\Dataset_pieridae\282_Catasticta_affinis_affinis.png,Catasticta affinis affinis,Catasticta,- -  - - -
Dataset_pieridae.pdf,34,283,images\Dataset_pieridae\283_Catasticta_apaturina.png,Catasticta apaturina,Catasticta,- -  - - - | 285
Dataset_pieridae.pdf,34,284,images\Dataset_pieridae\284_Catasticta_apaturina.png,Catasticta apaturina,Catasticta,- -  - - -
Dataset_pieridae.pdf,34,285,images\Dataset_pieridae\285_Catasticta_chrysolopha_adamsi.png,Catasticta chrysolopha adamsi,Catasticta,- -  - - -
Dataset_pieridae.pdf,34,286,images\Dataset_pieridae\286_Catasticta_chrysolopha_chrysolopha.png,Catasticta chrysolopha chrysolopha,Catasticta,Santuario de F y F Iguaque Villa de Leyva | Boyacá - Cor
Dataset_pieridae.pdf,34,287,images\Dataset_pieridae\287_Catasticta_chrysolopha_chrysolopha.png,Catasticta chrysolopha chrysolopha,Catasticta,Santuario de F y F Iguaque Villa de Leyva | Boyacá - Cor
Dataset_pieridae.pdf,34,288,images\Dataset_pieridae\288_Catasticta_chrysolopha_chrysolopha.png,Catasticta chrysolopha chrysolopha,Catasticta,- -  - - -
Dataset_pieridae.pdf,34,289,images\Dataset_pieridae\289_Catasticta_chrysolopha_chrysolopha.png,Catasticta chrysolopha chrysolopha,Catasticta,Santuario de F y F Iguaque Villa de Leyva | Boyacá - Cor
Dataset_pieridae.pdf,34,290,images\Dataset_pieridae\290_Catasticta_chrysolopha_chrysolopha.png,Catasticta chrysolopha chrysolopha,Catasticta,- -  - - -
Dataset_pieridae.pdf,34,291,images\Dataset_pieridae\291_Catasticta_ctemene_rubricata.png,Catasticta ctemene rubricata,Catasticta,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,34,292,images\Dataset_pieridae\292_Catasticta_ctemene_rubricata.png,Catasticta ctemene rubricata,Catasticta,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,35,293,images\Dataset_pieridae\293_Catasticta_ctemene_rubricata.png,Catasticta ctemene rubricata,Catasticta,Carretera Montezuma - PNN Tatamá | Pueblo Rico  Risaralda - CocE
Dataset_pieridae.pdf,35,294,images\Dataset_pieridae\294_Catasticta_ctemene_rubricata.png,Catasticta ctemene rubricata,Catasticta,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,35,295,images\Dataset_pieridae\295_Catasticta_flisa_dilutior.png,Catasticta flisa dilutior,Catasticta,StaMaria - Sendero Hyka Quye Santa | María  Boyacá - Cor
Dataset_pieridae.pdf,35,296,images\Dataset_pieridae\296_Catasticta_flisa_dilutior.png,Catasticta flisa dilutior,Catasticta,StaMaria - Sendero Hyka Quye Santa | María  Boyacá - Cor
Dataset_pieridae.pdf,35,297,images\Dataset_pieridae\297_Catasticta_flisa_dilutior.png,Catasticta flisa dilutior,Catasticta,StaMaria - Sendero Hyka Quye Santa | María  Boyacá - Cor
Dataset_pieridae.pdf,35,298,images\Dataset_pieridae\298_Catasticta_flisa_flisa.png,Catasticta flisa flisa,Catasticta,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,35,299,images\Dataset_pieridae\299_Catasticta_flisa_flisa.png,Catasticta flisa flisa,Catasticta,- -  - - -
Dataset_pieridae.pdf,35,300,images\Dataset_pieridae\300_Catasticta_flisa_flisa.png,Catasticta flisa flisa,Catasticta,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,35,301,images\Dataset_pieridae\301_Catasticta_flisa_flisa.png,Catasticta flisa flisa,Catasticta,1800 m | - -  - - -
Dataset_pieridae.pdf,35,302,images\Dataset_pieridae\302_Catasticta_flisa_flisa.png,Catasticta flisa flisa,Catasticta,- -  - - -
Dataset_pieridae.pdf,35,303,images\Dataset_pieridae\303_Catasticta_flisa_flisa.png,Catasticta flisa flisa,Catasticta,Pueblito de San Jose Amagá  Antioquia - | CceO
Dataset_pieridae.pdf,35,304,images\Dataset_pieridae\304_Catasticta_flisa_flisoides.png,Catasticta flisa flisoides,Catasticta,Municipio Jardín - Fundación Colibrí | Jardín  Antioquia - Cce
Dataset_pieridae.pdf,36,305,images\Dataset_pieridae\305_Catasticta_flisa_flisoides.png,Catasticta flisa flisoides,Catasticta,Municipio Jardín - Fundación Colibrí | Jardín  Antioquia - Cce
Dataset_pieridae.pdf,36,306,images\Dataset_pieridae\306_Catasticta_flisa_noakesi.png,Catasticta flisa noakesi,Catasticta,Reserva natural de las aves Arrierito | Antioqueño (Piha) Anorí  Antioquia - Cce
Dataset_pieridae.pdf,36,307,images\Dataset_pieridae\307_Catasticta_flisa_postaurea.png,Catasticta flisa postaurea,Catasticta,Reserva natural de las aves El Dorado | Santa Marta  Magdalena - Snsm
Dataset_pieridae.pdf,36,308,images\Dataset_pieridae\308_Catasticta_flisa_postaurea.png,Catasticta flisa postaurea,Catasticta,Reserva natural de las aves El Dorado | Santa Marta  Magdalena - Snsm
Dataset_pieridae.pdf,36,309,images\Dataset_pieridae\309_Catasticta_flisa_postaurea.png,Catasticta flisa postaurea,Catasticta,Reserva natural de las aves El Dorado | Santa Marta  Magdalena - Snsm
Dataset_pieridae.pdf,36,310,images\Dataset_pieridae\310_Catasticta_hebra_apollinari.png,Catasticta hebra apollinari,Catasticta,- -  - - -
Dataset_pieridae.pdf,36,311,images\Dataset_pieridae\311_Catasticta_hebra_apollinari.png,Catasticta hebra apollinari,Catasticta,- -  - - - | e
Dataset_pieridae.pdf,36,312,images\Dataset_pieridae\312_Catasticta_hegemon_helle.png,Catasticta hegemon helle,Catasticta,Reserva natural de las aves Arrierito | Antioqueño (Piha) Anorí  Antioquia - Cce
Dataset_pieridae.pdf,36,313,images\Dataset_pieridae\313_Catasticta_hegemon_helle.png,Catasticta hegemon helle,Catasticta,Reserva natural de las aves Arrierito | Antioqueño (Piha) Anorí  Antioquia - Cce
Dataset_pieridae.pdf,36,314,images\Dataset_pieridae\314_Catasticta_lycurgus.png,Catasticta lycurgus,Catasticta,- -  - - -
Dataset_pieridae.pdf,36,315,images\Dataset_pieridae\315_Catasticta_notha_caucana.png,Catasticta notha caucana,Catasticta,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,36,316,images\Dataset_pieridae\316_Catasticta_notha_caucana.png,Catasticta notha caucana,Catasticta,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,37,317,images\Dataset_pieridae\317_Catasticta_notha_caucana.png,Catasticta notha caucana,Catasticta,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,37,318,images\Dataset_pieridae\318_Catasticta_notha_caucana.png,Catasticta notha caucana,Catasticta,Santuario de F y F Otún Quimbaya | Pereira  Risaralda - Cce
Dataset_pieridae.pdf,37,319,images\Dataset_pieridae\319_Catasticta_philais_philais.png,Catasticta philais philais,Catasticta,- -  - - -
Dataset_pieridae.pdf,37,320,images\Dataset_pieridae\320_Catasticta_philais_philais.png,Catasticta philais philais,Catasticta,- -  - - -
Dataset_pieridae.pdf,37,321,images\Dataset_pieridae\321_Catasticta_philais_philais.png,Catasticta philais philais,Catasticta,- -  - - -
Dataset_pieridae.pdf,37,322,images\Dataset_pieridae\322_Catasticta_philone_philone.png,Catasticta philone philone,Catasticta,- -  - - -
